"RANK","NAME","TEAM","CUR","POS","AGE","GP","MpG","USG%","TO%","FTA","FT%","2PA","2P%","3PA","3P%","eFG%","TS%","PpG","RpG","ApG","SpG","BpG","TOpG","P+R","P+A","P+R+A","VI","ORtg","DRtg"
"","Cason Wallace","Okc","*","G","22.3","63","27.3","14.8","11.6","56","0.786","253","0.51","244","0.344","0.513","0.531","8.8","3.1","2.7","2.1","0.3","1","11.9","11.5","14.6","6.1","111","103.7"
"","MarJon Beauchamp","Phi","*","F","25.4","3","13.6","24.6","17.9","4","0.75","8","0.5","10","0.5","0.639","0.658","8.7","2.3","1.7","1.3","0.3","1.3","11","10.3","12.7","9.5","116.5","113.6"
"","Precious Achiuwa","Sac","*","F","26.5","58","22.2","16.1","8.8","87","0.552","343","0.566","69","0.319","0.551","0.557","8.7","6.1","1.3","0.9","0.6","0.7","14.7","9.9","16","7.4","119.2","114.6"
"","Daniel Gafford","Dal","*","F-C","27.4","47","21.5","15","18.6","113","0.735","254","0.642","0","0","0.642","0.673","8.7","6.7","1","0.8","1.3","1.2","15.4","9.7","16.4","7.2","128","103.8"
"","Quenton Jackson","Ind","*","G","27.5","35","17.4","20.3","14.5","87","0.816","131","0.519","86","0.372","0.535","0.593","8.7","2.2","2.3","0.6","0.2","1.1","10.8","10.9","13.1","8.1","117.1","112.8"
"","Day'Ron Sharpe","Bro","*","C","24.3","62","18.7","19.8","22.9","152","0.678","317","0.647","39","0.231","0.614","0.638","8.7","6.7","2.3","1.1","0.4","1.7","15.4","11","17.7","10.9","122.7","105.2"
"","Luguentz Dort","Okc","*","G","26.9","55","28.1","14.2","9.5","50","0.74","131","0.489","309","0.337","0.5","0.516","8.7","3.9","1.3","0.9","0.4","0.8","12.5","10","13.8","5","105.4","102.4"
"","Walter Clayton Jr.","Mem","*","G","23","11","25.3","19.4","23","29","0.862","52","0.442","38","0.211","0.389","0.462","8.6","2","6.5","1.3","0.2","2.5","10.6","15.2","17.2","7.6","99.8","113.4"
"","Jordan Clarkson","Nyk","*","G","33.8","56","17.7","21.4","11.6","76","0.789","221","0.525","192","0.328","0.51","0.539","8.6","1.6","1.2","0.4","0.1","1","10.2","9.8","11.5","5.8","109","109.3"
"","Draymond Green","Gol","*","F","36","54","27.1","16.5","26","63","0.698","151","0.563","251","0.331","0.521","0.539","8.6","5.6","5.3","0.8","0.6","2.6","14.1","13.9","19.4","9.4","104.3","106"
"","Julian Reese","Was","*","F","22.7","4","31.1","12.1","30.7","16","0.75","20","0.55","0","0","0.55","0.629","8.5","10.3","2","1.3","0.5","2.3","18.8","10.5","20.8","7.2","121.9","110.1"
"","Jonas Valanciunas","Den","*","C","33.8","53","13.7","25.2","16.6","109","0.789","293","0.59","19","0.316","0.583","0.625","8.5","5","1.2","0.3","0.6","1.2","13.5","9.7","14.7","10.8","120.8","100.9"
"","Kobe Brown","Ind","*","F","26.2","12","24.1","14.8","17","16","0.813","48","0.479","30","0.467","0.564","0.594","8.4","5.3","1.2","0.5","0.4","1.3","13.7","9.6","14.8","6.3","114.7","112.2"
"","Will Riley","Was","*","F","20.1","56","18.7","19.6","13.5","110","0.791","234","0.504","150","0.333","0.503","0.547","8.4","2.5","1.6","0.6","0.1","1.1","10.9","10.1","12.5","6.9","109.6","122.2"
"","Kentavious Caldwell-Pope","Mem","*","G","33.1","51","21.3","17.6","14.3","80","0.913","192","0.495","174","0.316","0.485","0.533","8.4","2.5","2.7","0.8","0.2","1.2","10.8","11.1","13.6","7.2","108.9","115.9"
"","Ronald Holland II","Det","*","F","20.7","60","20.4","18.9","15","124","0.806","268","0.549","163","0.227","0.47","0.52","8.4","4.4","1.3","1.2","0.3","1.3","12.8","9.8","14.1","7.1","106.2","101.2"
"","Simone Fontecchio","Mia","*","F","30.3","59","16.9","19.7","9.8","90","0.844","121","0.479","282","0.362","0.524","0.563","8.4","3.2","1.5","0.5","0.2","0.7","11.6","9.9","13.1","8.1","115.6","107.1"
"","Al Horford","Gol","*","C-F","39.8","42","22.1","16.4","11.4","26","0.846","115","0.53","194","0.361","0.537","0.552","8.4","5.1","2.7","0.7","1.2","1","13.5","11.1","16.2","8.8","116.6","111.7"
"","Kadary Richmond","Was","*","G","24.5","3","22.3","12.1","10.8","3","1","12","0.667","4","0.5","0.688","0.722","8.3","3.3","2.7","2.7","0.3","0.7","11.7","11","14.3","7.5","142.3","119.1"
"","Moritz Wagner","Orl","*","F-C","28.9","23","13.1","24.9","8.6","59","0.847","85","0.518","52","0.346","0.518","0.589","8.3","3.4","0.9","0.6","0","0.6","11.7","9.2","12.6","9","121.9","100.7"
"","Nolan Traore","Bro","*","G","19.8","43","22.2","20.5","20.8","63","0.778","210","0.433","125","0.336","0.46","0.492","8.3","1.6","3.7","0.7","0.3","2","9.9","12","13.6","6.6","96.4","115.2"
"","Jaden Ivey","Det","","G","24.1","33","16.8","20.3","13.7","38","0.789","107","0.533","113","0.372","0.545","0.57","8.2","2.2","1.6","0.5","0.4","1.1","10.4","9.8","11.9","7.3","112.4","108.6"
"","Bradley Beal","Lac","*","G","32.7","6","20.2","22.2","15.7","8","0.75","29","0.379","19","0.368","0.448","0.476","8.2","0.8","1.7","0.5","0","1.5","9","9.8","10.7","4.4","92.2","111.1"
"","Olivier-Maxence Prosper","Mem","*","F","23.7","40","16.9","17.2","13.6","71","0.817","128","0.625","87","0.414","0.623","0.662","8.2","3.3","1","0.6","0.3","0.9","11.4","9.1","12.4","7.1","125.5","112.5"
"","Moussa Diabate","Cha","*","F","24.1","58","25.7","11.8","15.3","151","0.669","296","0.632","2","0.5","0.633","0.656","8.2","8.7","1.8","0.7","1","0.9","16.9","10.1","18.8","7.9","141.9","106.2"
"","Bryce McGowens","Nor","*","G","23.3","42","21","14","6.7","95","0.779","144","0.528","93","0.409","0.561","0.61","8.1","2.1","1.5","0.6","0.2","0.4","10.2","9.6","11.7","5.6","128.2","114"
"","Justin Champagnie","Was","*","G-F","24.7","57","19.3","16.2","9.7","83","0.771","223","0.61","129","0.326","0.565","0.595","8.1","5.6","1.1","0.8","0.6","0.7","13.7","9.2","14.8","7.6","127","115.5"
"","Javon Small","Mem","*","G","23.2","30","18.5","18.4","15.3","57","0.807","101","0.455","87","0.402","0.524","0.57","8.1","3","3.6","0.7","0.3","1.1","11.1","11.7","14.7","9.6","121.1","112.7"
"","Dominick Barlow","Phi","*","F","22.8","54","24.2","13.3","11.7","103","0.709","254","0.606","69","0.275","0.565","0.595","8.1","4.6","1.1","0.9","0.6","0.8","12.8","9.2","13.9","5.7","124.8","111.6"
"","Vince Williams Jr.","Mem","","G","25.5","34","21.6","19.6","19.2","46","0.804","105","0.419","159","0.308","0.445","0.478","8","4","4.4","0.8","0.4","1.9","12","12.4","16.4","9.6","103.4","109.9"
"","Obi Toppin","Ind","*","F","28","9","16.4","22.5","10.1","22","0.864","31","0.613","31","0.161","0.427","0.502","8","4.4","1.6","0.7","0","0.8","12.4","9.6","14","9.3","105.8","111"
"","Ryan Kalkbrenner","Cha","*","C","24.1","54","22.2","11.9","16.4","99","0.677","242","0.752","3","0","0.743","0.747","8","5.9","0.8","0.5","1.5","0.9","13.9","8.8","14.6","6","142.8","110.6"
"","Buddy Hield","Gol","","G","33.2","44","17.5","19.7","12.3","34","0.794","105","0.6","195","0.344","0.545","0.562","8","2.5","1.5","0.8","0.2","1","10.5","9.5","12","7.1","109.1","111.2"
"","Jose Alvarado","Nor","","G","27.9","41","21.9","15.7","14.4","24","0.833","87","0.54","193","0.363","0.543","0.558","7.9","2.8","3.1","0.9","0.1","1.1","10.7","11","13.8","7.5","113.3","113.9"
"","Tristan Vukcevic","Was","*","F","23","39","12.7","26","16.8","82","0.793","134","0.59","93","0.301","0.533","0.583","7.9","2.8","1.2","0.4","0.7","1.2","10.6","9.1","11.8","9.4","109.3","112.3"
"","Luke Kennard","Atl","","G","29.7","46","20.5","12.7","11.7","35","0.914","91","0.604","149","0.497","0.692","0.713","7.9","2.2","2.1","0.7","0.1","0.7","10.1","10","12.2","6.5","134.3","115.2"
"","Collin Murray-Boyles","Tor","*","F","20.8","47","22.3","14.5","15.8","72","0.653","223","0.601","48","0.354","0.589","0.605","7.8","5","2","0.9","0.9","1.1","12.7","9.8","14.7","7.7","124.9","105"
"","Brook Lopez","Lac","*","C","37.9","57","20","17.6","10.4","47","0.851","148","0.514","240","0.354","0.524","0.547","7.8","3.1","1.1","0.6","1","0.8","10.9","9","12","6","108.4","109.7"
"","Kris Dunn","Lac","*","G","32","64","27.6","12.8","19.1","73","0.781","214","0.584","171","0.374","0.574","0.598","7.8","3.3","3.6","1.5","0.1","1.4","11.1","11.4","14.8","6.6","118.7","110.6"
"","Vit Krejci","Por","*","G","25.7","16","20.7","15.1","6.8","15","0.733","28","0.714","81","0.296","0.514","0.532","7.7","2.9","1.7","0.6","0.3","0.5","10.6","9.4","12.3","6.5","118.1","112.5"
"","Bogdan Bogdanovic","Lac","*","G","33.6","18","21.6","18.5","15.8","23","0.826","50","0.44","78","0.321","0.465","0.5","7.7","2.9","2.7","0.6","0.1","1.3","10.6","10.3","13.3","7.3","102.2","109"
"","Daniss Jenkins","Det","*","G","24.6","55","17.2","21.3","15.9","95","0.768","242","0.421","132","0.364","0.465","0.506","7.7","1.8","3","0.9","0.2","1.3","9.5","10.6","12.5","8.1","107.7","107.5"
"","Daeqwon Plowden","Sac","*","G-F","27.5","17","23.1","14.2","5.8","24","0.917","42","0.595","72","0.264","0.469","0.518","7.6","3.1","1.1","0.5","0.2","0.4","10.7","8.7","11.8","5.1","115.4","118.7"
"","Quinten Post","Gol","*","C","26","62","17.3","18.7","10.9","39","0.795","150","0.613","258","0.329","0.538","0.553","7.6","4.1","1.4","0.4","0.5","0.8","11.6","9","13","8.1","112.1","106.1"
"","Nate Williams","Gol","*","G","27.1","6","14.5","20.9","12.7","9","0.889","22","0.5","12","0.417","0.544","0.593","7.5","2","1","0.3","0","0.8","9.5","8.5","10.5","6.8","121.2","108.2"
"","De'Andre Hunter","Sac","*","F-G","28.3","2","25.5","21.3","17.1","6","0.833","10","0.2","9","0.222","0.263","0.347","7.5","1.5","0.5","0","0","2","9","8","9.5","2.8","68.1","118.8"
"","Grant Williams","Cha","*","F","27.3","23","19.5","15","14","37","0.838","34","0.529","89","0.393","0.573","0.617","7.5","4","1.9","0.5","0.3","0.9","11.5","9.3","13.4","7.9","129.6","109.8"
"","Bruce Brown","Den","*","G-F","29.6","65","25.1","14","15.1","95","0.758","300","0.497","109","0.367","0.511","0.543","7.5","4","2.2","1.1","0.2","1.1","11.5","9.7","13.7","6.4","112.9","110"
"","Gary Trent Jr.","Mil","*","G","27.1","55","21.1","16.1","7.4","43","0.791","99","0.455","275","0.353","0.509","0.528","7.5","1","1.3","0.5","0.1","0.5","8.6","8.8","9.8","4","105.6","119.6"
"","Nikola Jovic","Mia","*","F","22.8","45","17.6","21.2","17.6","101","0.683","143","0.483","162","0.272","0.443","0.485","7.5","3.4","2.2","0.6","0.4","1.4","10.9","9.8","13.2","8.7","97.4","107.3"
"","Terance Mann","Bro","*","G-F","29.4","55","24.8","13.5","15.7","74","0.797","193","0.534","135","0.363","0.538","0.571","7.5","3.2","3.2","0.7","0.3","1.1","10.7","10.7","13.9","6.9","120.1","113.9"
"","Gui Santos","Gol","*","F","23.7","54","18.1","17.3","17.5","64","0.656","150","0.66","157","0.35","0.591","0.604","7.5","3.7","1.9","0.8","0.4","1.2","11.2","9.4","13.1","8.3","115","107.3"
"","Jaylin Williams","Okc","*","F","23.7","51","20.5","16","16.7","80","0.788","85","0.541","208","0.365","0.546","0.583","7.5","5.6","2.6","0.5","0.7","1.2","13.1","10.1","15.7","9.3","115.3","98.3"
"","LJ Cryer","Gol","*","G","24.4","7","11.8","20","5.5","7","0.857","5","0.4","29","0.483","0.676","0.701","7.4","1.7","0.7","0.1","0","0.3","9.1","8.1","9.9","7","135.4","106"
"","Nique Clifford","Sac","*","G","24.1","62","23.1","16.3","16.1","70","0.714","264","0.466","172","0.314","0.468","0.491","7.4","3.5","1.9","0.9","0.3","1.4","10.9","9.3","12.8","6.3","97.9","115.5"
"","Tyrese Martin","Bro","","F","27","37","18.8","18.7","11.4","26","0.731","103","0.476","152","0.336","0.492","0.507","7.3","2.9","1.9","0.6","0.1","0.9","10.2","9.2","12","7.3","105.9","119.3"
"","Bones Hyland","Min","*","G","25.5","56","14.9","19.6","13","54","0.741","119","0.571","196","0.383","0.573","0.592","7.2","1.7","2.5","0.5","0.2","0.8","8.8","9.7","11.4","8.4","121.3","106.7"
"","Sharife Cooper","Was","*","G","24.7","23","15.6","20.4","21.2","34","0.765","87","0.563","39","0.359","0.556","0.589","7.2","2","2.4","0.3","0.1","1.5","9.2","9.6","11.6","8.4","108.9","118.4"
"","Caris LeVert","Det","*","G","31.5","45","19.3","17.8","17.6","63","0.683","149","0.497","136","0.331","0.496","0.521","7.2","1.8","2.6","0.9","0.6","1.4","9","9.9","11.6","6.7","104.7","107.8"
"","Luka Garza","Bos","*","C","27.2","55","15.6","16.5","11.9","92","0.761","162","0.642","90","0.433","0.645","0.675","7.2","3.9","0.9","0.4","0.4","0.6","11.1","8.1","12","7.5","142.7","101.9"
"","Kyle Anderson","Uta","","F-G","32.5","20","20.1","14.7","13.5","38","0.658","104","0.519","5","0.6","0.537","0.565","7.1","3.3","3.1","1.2","0.5","0.9","10.4","10.2","13.5","8.3","121.6","112.5"
"","Lawson Lovering","Mem","*","C","22.8","2","24.7","11.9","16.4","5","0.4","10","0.6","0","0","0.6","0.574","7","7.5","1.5","1.5","0.5","1","14.5","8.5","16","6.9","122.4","102.3"
"","Julian Strawther","Den","*","G","23.9","42","15.5","19.1","10.8","60","0.8","121","0.57","109","0.33","0.535","0.573","7","2","1","0.5","0.1","0.7","9","8","10.1","6.2","111.8","111.9"
"","Kobe Sanders","Lac","*","G","23.8","53","20.9","15.7","18.9","53","0.811","155","0.503","145","0.4","0.55","0.577","7","2.4","1.6","0.6","0.1","1.3","9.5","8.7","11.1","5.7","106.5","110.2"
"","Patrick Williams","Chi","*","F","24.5","56","19.5","16.8","13.2","50","0.7","160","0.4","200","0.38","0.494","0.512","7","2.9","1.4","0.6","0.3","1","9.9","8.4","11.3","6.3","101.3","115"
"","Jaxson Hayes","Lal","*","C-F","25.8","54","17.7","12.5","10.8","97","0.67","204","0.75","2","1","0.757","0.758","7","4","0.9","0.4","0.6","0.5","11","7.9","11.9","6.6","153","108.2"
"","Will Richard","Gol","*","G","23.2","55","19.5","14.2","13","51","0.843","118","0.669","176","0.347","0.58","0.607","7","2.5","1.4","1.2","0.1","0.8","9.5","8.4","11","6","120.9","108.8"
"","Cameron Payne","Phi","*","G","31.6","11","16.4","17.5","4.2","8","1","21","0.476","47","0.34","0.5","0.531","6.9","1.6","3.1","1.3","0.3","0.3","8.5","10","11.6","7.9","126.4","108.9"
"","Leonard Miller","Chi","*","F","22.3","10","15.1","16","10.8","6","1","30","0.7","19","0.368","0.643","0.668","6.9","3.6","0.8","0.3","0.6","0.6","10.5","7.7","11.3","7.2","126.1","113.5"
"","Robert Williams III","Por","*","C-F","28.4","46","16.8","13.1","16.8","42","0.643","173","0.775","20","0.35","0.749","0.747","6.9","6.7","1.1","0.7","1.5","0.8","13.6","7.9","14.7","8.8","140","107.5"
"","Ben Sheppard","Ind","*","G","24.7","54","21.8","13.6","9.7","45","0.756","125","0.528","199","0.347","0.523","0.542","6.9","3.1","1.8","0.6","0.1","0.6","10","8.7","11.8","6.2","112.1","114.5"
"","Jaden Hardy","Dal","","G","23.7","34","12.6","23.4","12.2","40","0.775","70","0.457","124","0.371","0.521","0.551","6.9","1.4","0.9","0.3","0.1","0.8","8.2","7.7","9.1","6.5","104.5","111.2"
"","Paul Reed","Det","*","F","26.7","47","13.1","19.9","16.1","70","0.643","193","0.637","30","0.367","0.626","0.638","6.9","4.5","1.1","0.9","0.8","0.9","11.4","8","12.5","9.9","127","97.3"
"","Keon Ellis","Cle","*","G","26.2","13","23.2","10.9","10.9","12","0.75","21","0.81","44","0.341","0.608","0.626","6.8","2.8","1.6","1.6","1.2","0.6","9.6","8.4","11.2","5.4","126.7","106.9"
"","Kevin Love","Uta","*","F-C","37.5","35","16.8","16.5","12.9","42","0.833","55","0.473","134","0.373","0.534","0.571","6.8","5.9","1.8","0.4","0.3","0.8","12.6","8.6","14.5","9.9","121.7","113.1"
"","Devin Carter","Sac","*","G","24","27","14.3","23.6","15","51","0.804","102","0.52","62","0.194","0.433","0.491","6.8","2.6","2.1","0.8","0.2","1.1","9.4","8.9","11.5","9.3","103.6","115.2"
"","Luke Kornet","San","*","C-F","30.7","55","21.2","10.7","9.8","94","0.819","230","0.643","0","0","0.643","0.687","6.8","6.2","1.9","0.4","1.1","0.5","13","8.7","14.9","8.1","157","105.8"
"","Walter Clayton Jr.","Uta","","G","23","45","18","17.3","18.2","62","0.935","113","0.513","143","0.308","0.484","0.54","6.8","2","3.2","0.5","0.3","1.3","8.8","10","11.9","7.8","110","117"
"","Javonte Green","Det","*","G","32.6","64","18.1","14.7","10.9","102","0.814","141","0.546","187","0.353","0.537","0.583","6.8","2.8","0.7","1.3","0.3","0.6","9.6","7.5","10.3","5.2","119.4","105.8"
"","Jevon Carter","Orl","*","G","30.5","11","21.8","16","12.5","5","0.4","22","0.409","55","0.327","0.468","0.467","6.7","2.4","2.9","0.7","0.5","1","9.1","9.6","12","6.6","100.1","111.6"
"","Cole Anthony","Mil","*","G","25.8","35","15","25.8","21.9","26","0.615","159","0.478","72","0.306","0.472","0.483","6.7","2.5","3.5","0.6","0.3","1.9","9.2","10.1","12.6","10.4","96.2","106.3"
"","Jamal Shead","Tor","*","G","23.6","64","22","16.2","18.3","91","0.758","189","0.418","212","0.321","0.451","0.489","6.7","2","5.1","1","0.2","1.4","8.7","11.9","13.8","7.4","108.6","108.6"
"","Kenrich Williams","Okc","*","G-F","31.3","45","15.8","17.3","12.8","43","0.674","126","0.556","105","0.41","0.582","0.596","6.6","3.2","1.4","0.5","0.1","0.8","9.9","8","11.3","7.8","119.7","104.6"
"","Jared McCain","Phi","","G","22.1","37","16.8","18.6","11.5","25","0.88","112","0.393","119","0.378","0.483","0.506","6.6","2","1.7","0.6","0.1","0.8","8.6","8.3","10.3","6.7","103.6","113.3"
"","Jamaree Bouyea","Pho","*","G","26.7","33","15.5","17.7","10.5","31","0.71","119","0.563","60","0.317","0.534","0.553","6.5","1.9","1.8","0.8","0.4","0.6","8.4","8.3","10.2","7.3","117.6","112.7"
"","Ja'Kobe Walter","Tor","*","G","21.5","54","19","14.1","9.3","58","0.828","103","0.534","181","0.354","0.532","0.565","6.5","2.3","1.1","1","0.2","0.5","8.8","7.6","9.9","5.4","116.2","106.2"
"","Pat Spencer","Gol","*","G","29.7","49","17.2","18.5","16.6","42","0.762","182","0.456","109","0.367","0.491","0.514","6.5","2.3","3.4","0.7","0.1","1.2","8.8","9.9","12.2","8.6","111.6","112.5"
"","Andre Drummond","Phi","*","C","32.6","49","19.4","15.1","15.7","75","0.627","191","0.539","67","0.328","0.527","0.548","6.5","8.4","1","0.6","0.8","1","15","7.5","15.9","7.8","121.9","104.1"
"","Ochai Agbaji","Bro","*","G","25.9","11","15.1","16.2","13.1","2","0.5","24","0.625","29","0.448","0.651","0.65","6.4","2.2","1","0.4","0.5","0.7","8.5","7.4","9.5","6.4","118.3","119.3"
"","Rob Dillingham","Chi","*","G","21.2","13","19","21.2","19.4","14","0.786","66","0.409","29","0.207","0.379","0.41","6.4","3","3.1","1","0","1.8","9.4","9.5","12.5","8.2","87.2","107.8"
"","Isaiah Jackson","Ind","","F","24.2","38","16.8","15.9","20.6","74","0.689","164","0.585","1","0","0.582","0.615","6.4","5.6","0.8","0.7","0.8","1.1","11.9","7.2","12.8","7.3","119.8","101.6"
"","Alex Caruso","Okc","*","G","32","43","18.5","15.9","13.8","40","0.775","96","0.594","141","0.312","0.519","0.544","6.4","2.7","2","1.4","0.3","0.9","9.1","8.4","11.1","7","110.7","104.1"
"","Mac McClung","Ind","","G","27.2","3","11.3","27.1","9.8","4","0.75","8","0.625","10","0.2","0.444","0.481","6.3","1.3","0.3","1.7","0.3","0.7","7.7","6.7","8","4.8","89.1","96.8"
"","Trendon Watford","Phi","*","G-F","25.3","42","16.5","17","18.8","54","0.741","169","0.574","38","0.263","0.541","0.572","6.3","3.4","2.5","0.3","0.4","1.1","9.7","8.8","12.2","9.1","114.4","106.7"
"","Ryan Nembhard","Dal","*","G","23","44","18","18.1","19.3","19","0.789","172","0.453","96","0.375","0.493","0.505","6.3","1.8","4.6","0.3","0","1.5","8.1","11","12.8","8.3","105.6","113.2"
"","Jose Alvarado","Nyk","*","G","27.9","14","16.8","18.5","11.3","12","0.667","31","0.548","55","0.273","0.459","0.477","6.2","2.1","3.5","1.1","0.1","0.8","8.3","9.7","11.8","8.5","112.7","105.2"
"","Cody Williams","Uta","*","F","21.3","51","21.2","13.1","12.2","51","0.667","192","0.583","88","0.216","0.502","0.521","6.2","2.6","1.3","0.7","0.4","0.8","8.8","7.4","10.1","5.2","107.2","118.6"
"","Gradey Dick","Tor","*","G-F","22.3","62","15.2","17.8","9.8","79","0.873","158","0.538","163","0.301","0.494","0.543","6.2","2.1","0.7","0.6","0.1","0.6","8.4","6.9","9","5.5","109.9","107.7"
"","Tre Mann","Cha","*","G","25.1","43","14.5","23","15.2","25","0.84","134","0.396","145","0.324","0.443","0.462","6.2","2.1","1.9","0.5","0.1","1.2","8.3","8.1","10.2","8","97.9","107.3"
"","Tidjane Salaun","Cha","*","F","20.6","36","15.9","14.8","13.6","40","0.65","75","0.587","83","0.434","0.62","0.632","6.2","4.1","0.8","0.4","0.2","0.7","10.3","6.9","11.1","6.9","121.3","105.8"
"","Gary Payton II","Gol","*","G","33.3","58","14.1","18.4","15.3","20","0.6","190","0.668","104","0.298","0.59","0.593","6.2","3.4","1.6","0.7","0.3","0.9","9.6","7.8","11.1","9.2","117.4","104.5"
"","PJ Hall","Cha","*","C","24","12","15.6","17.3","23","26","0.808","48","0.479","2","1","0.52","0.594","6.1","5.5","0.7","0.3","0.7","1.3","11.6","6.8","12.3","7.3","118.5","106.3"
"","Drake Powell","Bro","*","G-F","20.5","49","19.3","14.6","16.5","61","0.902","114","0.57","128","0.297","0.504","0.556","6.1","1.7","1.5","0.5","0.1","1","7.8","7.6","9.3","5.2","106.8","117.6"
"","KJ Simpson","Cha","","G","23.6","14","15.9","22.7","21.2","16","0.625","50","0.38","39","0.308","0.416","0.437","6","2.1","2.5","1.1","0","1.7","8.1","8.5","10.6","7.9","90.2","109.7"
"","Oso Ighodaro","Pho","*","F","23.7","65","20.9","12.1","23.2","80","0.488","270","0.648","1","0","0.646","0.635","6","4.8","2","0.9","0.6","1.3","10.8","8","12.8","7.4","119.9","103.7"
"","Dean Wade","Cle","*","F-C","29.3","50","22.5","10","5.5","38","0.711","66","0.621","173","0.364","0.567","0.583","6","4.3","1.6","0.8","0.4","0.3","10.3","7.5","11.8","6.1","131","110"
"","Nae'Qwan Tomlin","Cle","*","F","25.2","51","15.8","15.6","7.2","53","0.755","165","0.606","93","0.215","0.504","0.533","5.9","2.9","0.8","0.7","0.6","0.4","8.8","6.7","9.6","6.1","119.5","105.3"
"","Jamir Watkins","Was","*","F","24.7","32","18.7","13.3","9.7","35","0.657","74","0.635","84","0.286","0.525","0.545","5.9","3.5","0.9","0.8","0.5","0.5","9.4","6.8","10.3","5.7","114.1","110.8"
"","Goga Bitadze","Orl","*","C-F","26.6","47","15.5","12.8","13.1","67","0.687","154","0.734","11","0.182","0.703","0.715","5.9","5","1.2","0.6","1.1","0.5","10.9","7.1","12.1","8.5","148.1","100.9"
"","Dru Smith","Mia","*","G","28.2","63","17","15.1","14.6","100","0.83","181","0.481","123","0.309","0.474","0.533","5.9","2.6","2.7","1.6","0.3","0.8","8.5","8.6","11.1","8.1","117.8","104.4"
"","Kasparas Jakucionis","Mia","*","G","19.8","39","17.4","13.7","19.3","41","0.878","63","0.397","108","0.435","0.558","0.6","5.8","2.7","2.5","0.7","0.1","1.1","8.5","8.3","10.9","7.8","119.5","105.2"
"","Nick Smith Jr.","Lal","*","G","21.9","25","12.7","21.5","12.5","11","0.636","64","0.453","69","0.391","0.523","0.53","5.8","0.8","1.1","0.4","0.1","0.8","6.6","7","7.8","5.4","100.8","113.8"
"","Sidy Cissoko","Por","*","G","21.9","59","21.1","12.7","17.2","78","0.679","117","0.53","176","0.313","0.493","0.522","5.8","2.4","1.5","0.8","0.4","1","8.2","7.3","9.6","5.2","107","108.7"
"","Kris Murray","Por","*","F","25.6","42","24.1","10.6","13.8","45","0.711","121","0.595","91","0.253","0.502","0.528","5.8","3.8","1.1","1","0.4","0.8","9.6","7","10.8","4.8","114.5","113.6"
"","Josh Minott","Bos","","F","23.3","33","15.9","13.8","12.8","26","0.769","59","0.593","77","0.442","0.632","0.651","5.8","3.6","1","0.7","0.4","0.6","9.4","6.8","10.4","6.9","132.8","104.8"
"","Steven Adams","Hou","*","C","32.6","32","22.8","12.1","20.1","81","0.58","139","0.504","0","0","0.504","0.535","5.8","8.6","1.5","0.7","0.6","1.1","14.5","7.3","16","7.4","124.9","107.7"
"","Spencer Jones","Den","*","F","24.7","53","22.6","9.8","10.8","47","0.617","94","0.638","129","0.395","0.612","0.62","5.7","3.2","0.8","0.8","0.4","0.5","8.9","6.5","9.7","4.3","127","108.3"
"","Ryan Dunn","Pho","*","F","23.2","58","19.4","13.9","13.3","40","0.5","163","0.528","143","0.322","0.507","0.51","5.7","4.1","1.4","0.8","0.4","0.8","9.8","7.1","11.2","6.6","111","106.4"
"","Keon Ellis","Sac","","G","26.2","43","17.6","13.7","9.1","32","0.625","65","0.462","144","0.368","0.524","0.536","5.6","1.3","0.6","1.1","0.5","0.5","6.8","6.2","7.4","3.7","106","115.7"
"","Aaron Holiday","Hou","*","G","29.4","42","12.9","17.6","11.4","37","0.865","66","0.485","121","0.372","0.532","0.568","5.5","0.9","0.9","0.5","0.1","0.6","6.4","6.4","7.3","5.1","117.4","108.4"
"","Eric Gordon","Phi","*","G","37.2","6","12.3","14.3","12.4","2","0.5","7","0.571","14","0.571","0.762","0.754","5.5","0.3","0.5","0.7","0.2","0.5","5.8","6","6.3","3.1","130.2","118.6"
"","Thomas Bryant","Cle","*","C-F","28.6","47","10.9","19.1","9","50","0.86","92","0.62","100","0.34","0.563","0.605","5.5","3","0.6","0.3","0.4","0.4","8.5","6.1","9.1","7.9","125.7","105"
"","Blake Wesley","Por","*","G","23","21","13.9","19.1","20.3","33","0.545","68","0.5","30","0.333","0.5","0.515","5.5","1.4","2.5","0.8","0.1","1.2","6.9","8","9.4","7.7","105.6","110.4"
"","Yves Missi","Nor","*","C","21.8","53","18.7","12.7","14.8","75","0.56","229","0.546","1","0","0.543","0.555","5.5","5.5","1.1","0.3","1.4","0.8","11","6.6","12.1","6.9","124.5","113.8"
"","Sion James","Cha","*","G","23.3","66","23.2","10.7","16.1","91","0.846","111","0.396","180","0.367","0.491","0.548","5.5","3.5","1.9","0.6","0.3","0.8","9","7.4","10.9","5.7","116.9","110.4"
"","Isaiah Jackson","Lac","*","F","24.2","7","12.5","16.4","14.2","10","0.4","24","0.708","0","0","0.708","0.669","5.4","3.6","0.6","0.6","0.9","0.6","9","6","9.6","7.3","131.2","97.4"
"","Jevon Carter","Chi","","G","30.5","23","11.1","19.6","9.6","10","1","25","0.36","78","0.41","0.553","0.577","5.4","1.1","0.8","0.6","0.1","0.5","6.5","6.2","7.3","6.1","111.2","113.7"
